henry const\disper coef,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1.0,35.026141683665685,31.950097550593522,29.813782271082978,28.387166349042165,27.409576933661093,26.63377777207575,26.001330196055676,25.58377380015364,25.271463802137767
2.0,22.36268079293816,18.696172204676337,16.99906480930289,16.355303017854535,16.101909682683335,16.06304640375749,16.118045554471422,16.176039009449436,16.292106778282477
3.0,22.758410273524795,18.447932067565173,16.23059181044377,14.702793306292751,13.63119815446348,12.832374752618914,12.431416356280671,12.227370193291414,12.214268963064328
4.0,26.42501662620758,23.293941602934506,21.646178215788886,20.452255375525972,19.476085614589884,18.637635075382853,17.91804494687208,17.275402727527418,16.729440865013846
5.0,28.28722656190928,25.903471118505976,24.30250806158503,23.282117573417267,22.547990776059486,21.887746149174387,21.277062526832793,20.707029988100874,20.17355649930321
6.0,29.484331993410073,28.01177860173942,26.943423973141186,26.009623972713065,25.22547097331733,24.527113118173048,23.912549978775246,23.37091438118459,22.871653721767448
7.0,30.705732394846077,29.50552569192399,28.67374426693305,27.944472500065487,27.264260597963087,26.637256800766185,26.07941586463727,25.549122892527926,25.062525693818205
8.0,31.3293706535894,30.46722470972358,29.79441868362411,29.19290832250089,28.644211674311716,28.106367821839772,27.599308957447935,27.131532069232467,26.679219217566107
9.0,31.65413306128242,31.070374063949462,30.576231021627848,30.0560229263678,29.56538643176041,29.095318844197905,28.655377374849905,28.238957545655005,27.83158345237019
